Name	Zone Name	Level	HP	Race	Class	Position(s)
undead knight, an	Temple of Solusek Ro	35 - 40	1675 - 3250	Skeleton	Warrior	(442,78), (406,81)
undead marine, an	The Overthere	50	9550 - 9800	Iksar Skeleton	Warrior	(2465,2124), (3022,2883)
undead mendicant	Kithicor Woods	33 - 35	1010 - 1109	Skeleton	Necromancer	(731,1619), (-294,3705), (239,933)
undead pawn, an	Butcherblock Mountains	9 - 11	220 - 260	Skeleton	Warrior	(847,-2279), (853,-2224), (945,-2283)
undead rat, an	Paineel	2 - 4	28 - 68	Rat, Giant	Warrior	(904,-271)
undead reaver, an	Eastern Plains of Karana	15 - 16	430 - 450	Gnoll	Warrior	(-3212,-266), (-3000,-155)
undead rook, an	Butcherblock Mountains	9 - 11	220 - 260	Skeleton	Monk	(853,-2224), (847,-2279), (945,-2283)
undertow skeleton, an	Dagnor's Cauldron	13 - 15	360 - 400	Skeleton	Warrior	(-1474,201), (45,-1417), (-585,-239)
Undertow	Kedge Keep	49	9168	Sea Horse	Wizard	(259,-287)
undine spirit, an	Plane of Sky	53	18647	Will O' Wisp	Cleric	(-1047,-920)
Uner Gnarltrunk	Rivervale	46 - 61	6718 - 32403	Halfling	GM Druid	(-124,-393)
Ungia	Neriak - Foreign Quarter	40	3250	Ogre	Shopkeeper	(-203,-278)
Ungral Silverstomp	Oggok	40	3250	Citizen, Oggok	Banker	(-10,-260)
Unked Shralok	Kithicor Woods	15	307	Orc	Shaman	(-740,4536)
Unkempt preserver	Rathe Mountains	15 - 19	536 - 630	Half-Elf	Druid	(6004,2038), (5074,1329), (5960,2230), (4786,2110), (4632,1614), (5172,1154), (4964,1347), (4554,1909), (5797,1484), (4859,2111)
Unkempt preserver	Rathe Mountains	25 - 27	794 - 855	Halfling	Druid	(6004,2038), (5074,1329), (5960,2230), (4786,2110), (4632,1614), (5172,1154), (4964,1347), (4554,1909), (5797,1484), (4859,2111)
Unkempt preserver	Rathe Mountains	20 - 23	665 - 739	Human	Druid	(6004,2038), (5074,1329), (5960,2230), (4786,2110), (4632,1614), (5172,1154), (4964,1347), (4554,1909), (5797,1484), (4859,2111)
Unkempt preserver	Rathe Mountains	29	863	Wood Elf	Druid	(6004,2038), (5074,1329), (5960,2230), (4786,2110), (4632,1614), (5172,1154), (4964,1347), (4554,1909), (5797,1484), (4859,2111)
Unmuz Tukore	Qeynos Aqueduct System	34 - 61	1606 - 32120	Human	GM ShadowKnight	(431,-421)
Unsar Koldhagon	South Qeynos	38 - 61	2494 - 32000	Human	GM Enchanter	(286,-683)
Uoola	Oggok	40	3250	Citizen, Oggok	Shopkeeper	(659,684)
Urako	Grobb	42 - 61	4194 - 32020	Troll	GM Shaman	(-4,-494)
Urazun Thranon	Butcherblock Mountains	38 - 42	3210 - 3290	Citizen, Kaladim	Shopkeeper	(2794,-882)
urd ghoul wizard, a	Ruins of Old Guk	33 - 37	881 - 961	Froglok Ghoul	Wizard	(755,-620), (919,-831), (538,-739), (1015,-724), (725,-604)
urd ghoul wizard, an	Ruins of Old Guk	33 - 37	881 - 1051	Froglok Ghoul	Wizard	(510,-729), (523,-727), (587,-578)
Urkath Greyface	Kerra Isle	18	408	Kerra	Monk	(309,127)
Useah Harnbock	Ak'Anon	47 - 61	7219 - 32000	Gnome	GM Wizard	(1046,-1007)
Utandar Rizndown	The Overthere	40	3497	Dark Elf	Shopkeeper	(2793,2370)
Utvex D`Jerna	Neriak - Commons	32	1234	Dark Elf	GM Enchanter	(169,-911)
Uzak	Grobb	40	3250	Citizen, Grobb	Shopkeeper	(563,-318)
Vacto Molunel	South Kaladim	35	1675	Dwarf	Shopkeeper	(33,408)
Vaean the Night	The Overthere	49	8731 - 8978	Dark Elf	Necromancer	(2767,2332)
Vaenor Husga	Ak'Anon	50 - 61	27000 - 32000	Gnome	GM Magician	(2022,-589)
Vala Tanbor	Neriak - Foreign Quarter	40	3250	Dwarf	Shopkeeper	(210,-214)
Valaryn Elben	Ocean of Tears	25	810	Wood Elf	Warrior	(-2189,7768)
Valentin Fireheart	East Freeport	45	5875	Citizen, Qeynos	Shopkeeper	(54,-166)
Valeron Dushire	North Freeport	50 - 61	27200 - 32250	Human	GM Paladin	(229,-182)
Vali Greenwhisper	East Commonlands	30	1011	Human	Ranger	(421,3808)
Vall Stonewisp	Erudin Palace	45	5875	Citizen, Erudin	Shopkeeper	(590,832)
vampire bat, a	Ruins of Old Guk	27 - 31	970 - 1050	Bat, Giant	Warrior	(900,-580), (822,-465), (829,-451)
vampire noble, a	Castle Mistmoore	31 - 33	659 - 814	Vampire, Elf	Wizard	(-116,-104)
vampire oracle, a	Castle Mistmoore	32	679	Vampire, Elf	Wizard	(-137,-114)
vampiric ancille, a	Castle Mistmoore	33 - 35	1486 - 1585	Dark Elf	Warrior	(206,200), (117,-40), (120,114), (194,29)
Van Shatblack	Qeynos Aqueduct System	30	1034 - 1128	Human	Cleric	(399,-588), (411,-371)
Vanikk	Western Plains of Karana	40	5000	Gnoll	Warrior	(1318,-13378)
Vansted Rohenga	South Qeynos	32 - 61	1356 - 32344	Human	GM Cleric	(-178,-543)
vapor golem, a	The City of Mist	36 - 40	2454 - 2534	Raptor	Warrior	(-191,318), (262,-333), (193,382), (245,417), (226,-424)
Varithyx	Frontier Mountains	26	1400	Sarnak	Warrior	(-1922,996)
Varrok Neckchopper	Oggok	40	3250	Citizen, Oggok	Shopkeeper	(324,-211)
Vasile Jahnir	Erudin Palace	29 - 61	1010 - 32000	Erudite	GM Magician	(713,904)
Veca S`Karn	Neriak - Commons	27	910	Dark Elf	Shopkeeper	(178,-918)
Veisha Fathomwalker	Toxxulia Forest	25	1360	Erudite	Paladin	(2383,-181)
Velan Torresk	West Freeport	34 - 61	1488 - 32002	Human	GM Monk	(-279,-834)
Velana Kelmuza	Paineel	12	165	Erudite	Necromancer	(819,721)
Velena Corgtec	Ak'Anon	50 - 61	27000 - 32000	Gnome	GM Wizard	(2031,-594)
Veli Greenwhisper	East Commonlands	30	864	Half-Elf	Druid	(421,3808)
Vellenon Harrance	Erudin Palace	24	770	Citizen, Erudin	Shopkeeper	(505,725)
Vellera Wintergreen	Southern Felwithe	40	3250	High Elf	Shopkeeper	(719,-527)
vengeful composer	Everfrost	8	100	Skeleton	Bard	(429,854)
vengeful lyricist	Everfrost	10	100	Skeleton	Bard	(1159,597)
vengeful soloist	Everfrost	12	240	Skeleton	Bard	(-940,53)
venomous lamprey	Firiona Vie	22 - 26	730 - 810	Leech	Warrior	(1826,-866), (1682,-169), (1742,-749), (2478,-1939), (1328,1336)
venomous lamprey	Swamp Of No Hope	22 - 26	730 - 810	Leech	Warrior	(-2540,1407), (-3241,1732), (3048,-2318), (2035,-38), (2756,165)
Venox Tarkog	East Freeport	50 - 61	27250 - 32344	Human	GM Cleric	(-17,-197)
Venril Sathir	Karnor's Castle	55	18275 - 18325	Venril Sathor	Warrior	(-90,-777)
Vergad	Grobb	46 - 61	9789 - 32000	Troll	GM ShadowKnight	(443,-1027)
Verishe Mal Executioner	Lair of the Splitpaw	33	2148	Gnoll	Warrior	(1171,113)
Verishe Mal Judge	Lair of the Splitpaw	31 - 34	1065 - 1668	Gnoll	Cleric	(1214,112), (1196,69), (1194,148)
Verolk Kishneal	Paineel	11	246	Erudite	Shadow Knight	(867,694)
Verth Mistwielder	Greater Faydark	40	3250 - 3350	Guard, Faydark	Shopkeeper	(-412,496)
Vesagar Nekio	East Freeport	42 - 61	4358 - 32344	Human	GM Cleric	(-175,-229)
Vessel Drekk	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(1025,-216)
Vessel Grott	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(1050,-215)
Vessel Grymm	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(1016,-160)
Vessel Kabda	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(1011,-219)
Vessel Kirtokk	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(1039,-215)
Vessel Migron	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(1031,-158)
Vessel Mortyr	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(1050,-158)
Vessel Spirit Companion	Cabilis East	30	1150	Iksar	Shopkeeper	(1149,-292)
Vesteri Nomanoi	Surefall Glade	36 - 61	1992 - 32403	Human	GM Druid	(-121,-301)
Vexven Mucktail	Highpass Hold	21	650	Gnoll	Shaman	(437,133)
Vhalen Nostrolo	Southern Plains of Karana	31	1171	Human	Bard	(-49,-117)
Vicious Raptor, a	Timorous Deep	43 - 45	5246 - 5286	Iksar Hand	Warrior	(-9258,3356), (-9476,3267), (-9368,1876)
Vicus Nonad	South Qeynos	26	665	Human	Rogue	(288,-276)
Vidurlyn Aeminee	Qeynos Aqueduct System	45	5875 - 5995	Human	Shopkeeper	(310,-306)
Vie Darkfire	Solusek's Eye	1	11520	Dark Elf	Enchanter	(4,0)
Viira Bali	Rathe Mountains	35	1675	Citizen, Qeynos	Shopkeeper	(1644,-874)
Vilissia	Temple of Solusek Ro	34 - 36	1655 - 1695	Human	Wizard	(434,-79)
Vin Moltor	Qeynos Aqueduct System	24	800	Beggar, Human	Warrior	(749,142)
Vira	Temple of Solusek Ro	34 - 36	1655 - 1695	Gnome	Wizard	(411,91)
vis ghoul knight, a	Ruins of Old Guk	30 - 34	1194 - 1384	Froglok Ghoul	Warrior	(803,-633), (802,-651), (708,-674), (653,-760), (630,-647), (602,-611)
Visar Glolith	Cabilis West	40	9550	Iksar	Shopkeeper	(330,753)
Vissix	Swamp Of No Hope	25	810	Froglok	Necromancer	(643,-2250)
Vizra L`Nizlon	The Overthere	40	3270	Dark Elf	Shopkeeper	(2788,2429)
Voglan Dransed	West Freeport	31	1171	Citizen, Qeynos	Shopkeeper	(155,-761)
Voleen Tassen	South Qeynos	11	270	Citizen, Qeynos	Shopkeeper	(-191,-265)
Voli Greenwhisper	East Commonlands	30	1011	Human	Ranger	(421,3808)
Volkoon D`Dbth	Neriak - Commons	40	3250	Citizen, Neriak	Shopkeeper	(-42,-1029)
Volunteer Delharn	Highpass Hold	4	70	Human	Warrior	(-531,193)
Volunteer Renlor	Highpass Hold	5	100	Human	Warrior	(479,118)
Voneker	West Commonlands	16	470	Skeleton	Warrior	(-437,522)
Vopuk Shralok	Highpass Hold	22	690	Orc	Shaman	(-877,204)
Vopuk Shralok	Kithicor Woods	15	390	Orc	Warrior	(-718,4411)
voracious brute, a	Dreadlands	36 - 40	2454 - 2534	Yeti	Warrior	(66,-4260), (1511,-4323), (1061,634), (-1154,336), (-2257,-3713)
Vrynn	Lake Rathetear	35	1695	Barbarian	Shaman	(188,2145)
Vuli Greenwhisper	East Commonlands	30	864	Half-Elf	Druid	(421,3808)
Vun Winstone	West Freeport	35	1675	Human	Warrior	(-299,-61)
Vurgo	Temple of Solusek Ro	34 - 36	1655 - 1695	Erudite	Wizard	(356,91)
Vynn Thrildur	Lesser Faydark	25	810	Wood Elf	Warrior	(-288,1219)
Vynon Estaliun	Erudin	43 - 61	4807 - 32250	Erudite	GM Paladin	(-754,-111)
Wahnig Nooz	North Freeport	45	5875	Guard, Freeport	Shopkeeper	(-83,-183)
Wallin Slyfoot	West Commonlands	25	810	Halfling	Warrior	(108,3366)
Walthin Fireweaver	Temple of Solusek Ro	34 - 36	1835 - 1875	Half-Elf	Bard	(430,-53)
Waltor Felligan	Halas	45	5895	Barbarian	GM Shaman	(288,374)
wan ghoul knight, a	Ruins of Old Guk	33 - 37	1635 - 1715	Froglok Ghoul	Warrior	(643,-636), (988,-702), (707,-634), (987,-722), (581,-602)
wanderer, a	The Hole	51 - 54	10055 - 11770	Ghost, Erudite	Shadow Knight	(641,511), (641,535), (681,556), (734,576), (859,480), (872,547)
wandering warrior	Kithicor Woods	35	1675	Skeleton	Warrior	(1807,3792)
War Baron Eator	Cabilis East	61	30000 - 32000	Iksar	GM Warrior	(-657,-124)
war boned skeleton	Lake of Ill Omen	20 - 22	630 - 670	Iksar Skeleton	Monk	(-3062,-1653), (-3118,-1661), (-3082,-2511)
war boned skeleton	Swamp Of No Hope	20 - 22	630 - 670	Iksar Skeleton	Monk	(-2478,650), (-2495,705), (-2484,716)
War Historian Kobl	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(-595,-241)
war wolf, a	Eastern Plains of Karana	10 - 12	250 - 290	Wolf	Warrior	(-3171,-264), (-2672,-161), (-2717,161)
warbone monk, a	Lavastorm Mountains	13	330	Skeleton	Monk	(453,901)
warbone spearman, a	Lavastorm Mountains	14	350	Skeleton	Warrior	(-1021,913)
ward of ro, a	Temple of Solusek Ro	34 - 36	1655 - 1695	Imp	Warrior	(323,-64), (566,7), (341,-59)
Warden Lius	Erudin Palace	25	801	Citizen, Erudin	Paladin	(558,862)
Warlord Geot	Lake of Ill Omen	51	30000 - 30250	Iksar	Warrior	(5980,-6581)
Warlord Hikyg	Swamp Of No Hope	51	30000 - 30020	Iksar	Warrior	(2632,2989)
Warlord Skarlon	Nagafen's Lair	53	18388	Giant/Cyclops	Warrior	(-1450,-358)
Warlord Vyzer	Warslilks Woods	51	30000 - 30250	Iksar	Warrior	(-1862,-884), (-1872,-890)
Warlord Zyzz	Field of Bone	51	30000 - 30250	Iksar	Warrior	(-2486,3187)
wasp sentinal, a	Lesser Faydark	4 - 6	80 - 120	Wasp	Warrior	(-219,-390), (132,778), (1139,831)
wasp soldier, a	Lesser Faydark	2 - 4	28 - 68	Wasp	Warrior	(-330,-89), (208,2453), (-292,-736)
watchful guard, a	Plane of Sky	55 - 56	21660 - 21680	Evil Eye	Enchanter	(695,322), (417,241)
Watchman Dexlin	Northern Plains of Karana	35	1796	Gnome	Warrior	(-4148,1201)
Watchman Dool	Ak'Anon	35	1675	Gnome	Warrior	(788,-210)
Watchman Dreeb	Steamfont Mountains	35 - 50	1675 - 32000	Gnome	Warrior	(-1377,556)
Watchman Halv	Steamfont Mountains	35	1675	Gnome	Warrior	(-833,563)
Watchman Hodl	Ak'Anon	35	1675	Gnome	Warrior	(827,-171)
Watchman Lyl	Ak'Anon	35	1675	Gnome	Warrior	(812,-138)
Watchman Mylz	Steamfont Mountains	35	1675	Gnome	Warrior	(-158,-515)
Watchman Prenn	Steamfont Mountains	35 - 50	1675 - 32000	Gnome	Warrior	(-1860,545)
Watchman Prynn	Steamfont Mountains	35 - 50	1675 - 32000	Gnome	Warrior	(-1855,562)
Watchman Qiz	Ak'Anon	35	1675	Gnome	Warrior	(827,-143)
water moccasin, a	Innothule Swamp	4 - 6	80 - 120	Snake, Giant	Warrior	(1446,-598), (679,-252), (651,-450)
water snake, a	Lake Rathetear	7 - 9	170 - 210	Snake, Giant	Warrior	(2179,1984), (-355,1942), (1934,-306)
Weaponsmith Grugl	Cabilis East	30	1150 - 1400	Citizen, Iksar	Shopkeeper	(-431,-32)
Webclaw Murkwave	Lake Rathetear	25	810	Goblin	Wizard	(2505,922)
Wela Muselender	Northern Felwithe	40	3250	High Elf	Shopkeeper	(102,-342)
Weligon Steelherder	Erudin	50 - 61	27200 - 32250	Erudite	GM Paladin	(-1040,-394)
Wella Fargin	Firiona Vie	40	3250 - 3498	High Elf	Banker	(-3326,2661)
Wellford Fargin	Firiona Vie	40	3250 - 3497	High Elf	Banker	(-3326,2632)
Wellin Brookleap	Northern Felwithe	40	3250	High Elf	Shopkeeper	(26,-456)
Welno Tanboots	Ak'Anon	50 - 61	27000 - 32000	Gnome	GM Rogue	(1240,-597)
Weltria Ostriss	Erudin	35	1675	Erudite	Shopkeeper	(-1110,-241)
werebat, a	Estate of Unrest	24 - 28	820 - 900	Kobold	Warrior	(678,26), (547,59), (677,-62), (637,-101), (572,-14)
werewolf, a	Castle Mistmoore	27 - 32	940 - 1266	Highpass Citizen	Warrior	(-160,-7), (-158,-103), (-141,-17)
werewolf, a	Kithicor Woods	18 - 21	570 - 630	Highpass Citizen	Warrior	(-399,1756), (233,1800), (-389,1352), (210,1382)
werewolf, a	Southern Plains of Karana	31	1171	Highpass Citizen	Warrior	(-6149,-1085)
werewolf, a	West Commonlands	19 - 22	590 - 650	Highpass Citizen	Warrior	(972,3412), (-229,802), (146,-284)
werewolf, a	Western Plains of Karana	25	910	Highpass Citizen	Warrior	(-2133,-3785)
wharf rat	Kerra Isle	11 - 15	208 - 336	Rat, Giant	Monk	(94,91), (-148,305)
Whes Nareya	Erudin Palace	38 - 61	2494 - 32000	Erudite	GM Wizard	(804,783)
white wolf, a	Everfrost	2	32	Wolf	Warrior	(830,696)
Whysia Flock	North Qeynos	25	810	Citizen, Qeynos	Shopkeeper	(-160,-145)
Wibble Bramblebush	Rivervale	30	1150	Halfling	Shopkeeper	(6,-328)
Wick Ashfield	Erudin Palace	25	810	Citizen, Erudin	Banker	(783,834)
widow hatchling, a	Greater Faydark	2	32	Spider, Giant	Warrior	(557,-109)
widow hatchling, a	Toxxulia Forest	2	32	Spider, Giant	Warrior	(2067,339)
Widowmistress, The	Najena	36	2211	Dark Elf	Rogue	(460,219)
wightish ancille, a	Castle Mistmoore	30 - 31	632 - 652	Dark Elf	Necromancer	(49,0), (78,-46)
wild tiger, a	Kerra Isle	15 - 17	655 - 695	Tiger	Warrior	(-515,-171), (-519,-120), (-474,-159)
will o wisp, a	Kithicor Woods	9 - 11	220 - 260	Will O' Wisp	Warrior	(1650,556), (1655,907), (1734,1595)
will o wisp, a	Nektulos Forest	9 - 11	220 - 260	Will O' Wisp	Warrior	(-970,1173), (-1350,526), (-1943,527)
will o wisp, a	West Commonlands	9 - 11	220 - 260	Will O' Wisp	Warrior	(70,-1102), (934,3290), (546,2547)
will pillager, a	Castle Mistmoore	31 - 33	1214 - 1254	Vampire, Elf	Warrior	(23,86), (-18,89), (0,167)
will ravisher, a	Castle Mistmoore	33 - 35	1466 - 1506	Vampire, Elf	Warrior	(-220,181), (-224,333), (-114,68)
will sapper, a	Castle Mistmoore	29 - 31	1130 - 1170	Vampire, Elf	Warrior	(-256,42), (-236,385), (30,54)
will-o-wisp, a	Befallen	9 - 11	220 - 260	Will O' Wisp	Warrior	(-356,-123), (-1001,-79)
will-o-wisp, a	East Commonlands	9 - 11	220 - 260	Will O' Wisp	Warrior	(-788,2434), (-154,3094), (347,1791)
will-o-wisp, a	Erud's Crossing	9 - 11	220 - 260	Will O' Wisp	Warrior	(-566,791), (-1271,1166)
will-o-wisp, a	Greater Faydark	9 - 11	220 - 260	Will O' Wisp	Warrior	(-634,-1793), (-1846,-1633), (-1553,1658)
will-o-wisp, a	Northern Plains of Karana	9 - 11	220 - 260	Will O' Wisp	Warrior	(-2871,2342), (-2384,-224), (-873,197)
will-o-wisp, a	Qeynos Hills	9 - 11	220 - 260	Will O' Wisp	Warrior	(257,-465), (3042,-389), (1276,1055)
will-o-wisp, a	Toxxulia Forest	9	220	Will O' Wisp	Warrior	(1794,901)
will-o-wisp, a	West Commonlands	9 - 11	220 - 260	Will O' Wisp	Warrior	(123,1238), (68,-1104), (213,1626)
will-o-wisp, a	Western Plains of Karana	9 - 11	220 - 260	Will O' Wisp	Warrior	(-1340,-9447), (-2489,-6546), (769,-3176)
willowisp, a	East Commonlands	9 - 11	220 - 260	Will O' Wisp	Warrior	(746,2995), (388,1905)
willowisp, a	Eastern Plains of Karana	10	240	Will O' Wisp	Warrior	(664,-1858)
willowisp, a	Northern Plains of Karana	9 - 11	220 - 260	Will O' Wisp	Warrior	(-1904,687), (-1056,-1037), (-2161,540)
willowisp, a	Qeynos Hills	9 - 10	220 - 240	Will O' Wisp	Warrior	(52,-830), (1101,-106), (1041,-825)
willowisp, a	Toxxulia Forest	9 - 11	220 - 260	Will O' Wisp	Warrior	(898,397), (2025,452), (2021,289)
willowisp, a	West Commonlands	9 - 11	220 - 260	Will O' Wisp	Warrior	(494,-131), (261,666), (-239,1286)
Wiltin Windwalker	Ocean of Tears	31 - 33	1214 - 1254	Wood Elf	Rogue	(831,-5444)
wimpy skeleton, a	Befallen	1	16	Skeleton	Warrior	(-214,-27)
Win Karnam	Toxxulia Forest	45	5875	Erudite	Shopkeeper	(2247,979)
Winda Lylil	East Freeport	20	610	Citizen, Qeynos	Shopkeeper	(44,-728)
windrider drake, a	Plane of Sky	60	19869	Drake	Wizard	(-1513,-46)
Winlar Tanner	East Freeport	45	5875	Guard, Freeport	Shopkeeper	(38,-560)
Winn Greenbane	Highpass Hold	45	5875	Citizen, Qeynos	Shopkeeper	(-363,-123)
Winnla Crestus	Paineel	50	9550	Erudite	Shopkeeper	(944,689)
Winoyn	North Freeport	45	5875	Citizen, Qeynos	Shopkeeper	(-109,-176)
Winsa Tanner	East Freeport	45	5875	Citizen, Qeynos	Shopkeeper	(38,-538)
Wiska	Neriak - Foreign Quarter	40	3250	Ogre	Shopkeeper	(159,-103)
Wislen Mamluk	Kerra Isle	14	293	Kerra	Monk	(-203,-86)
Wista	Grobb	40	3250	Citizen, Grobb	Shopkeeper	(131,-373)
Wistcona	Erudin Palace	35	1675	Erudite	Shopkeeper	(705,950)
Wizard Schrock	Plane of Sky	55	32000	Efreeti	Warrior	(1305,580)
Woggir	Swamp Of No Hope	23	730	Man Eating Plant	Warrior	(1190,-2103)
wolf, a	East Freeport	3 - 5	50 - 90	Wolf	Warrior	(-1057,-744), (-847,-893), (-633,-444)
wolf, a	Kithicor Woods	2	30	Wolf	Warrior	(-678,4530)
wolf, a	West Freeport	3 - 5	50 - 90	Wolf	Warrior	(330,194), (159,328), (-147,553)
Wolten Grafe	South Qeynos	33 - 61	1539 - 32344	Human	GM Paladin	(-188,-552)
wooly mammoth calf, a	Everfrost	10 - 14	260 - 340	Mammoth	Warrior	(-1119,-5479), (1763,-5581), (737,-5703), (54,-6225), (-1139,-5184)
wooly mammoth, a	Everfrost	22 - 26	730 - 810	Mammoth	Warrior	(-1106,-5313), (-850,-3091), (908,-5913), (-1067,-4927), (-212,-2268)
wooly spiderling, a	Everfrost	1 - 3	20 - 52	Spider, Giant	Warrior	(1055,-381), (-1192,-739), (-387,-742)
worker scarab, a	Butcherblock Mountains	2	32	Beetle	Warrior	(-118,2414)
worry wraith, a	Plane of Fear	48 - 52	11038 - 11118	Will O' Wisp	Enchanter	(-406,-250), (-242,-493), (-491,147), (1057,-694), (-76,197)
wraith, a	The City of Mist	42 - 46	5226 - 5306	Erollisi	Warrior	(-170,-292), (210,-389), (219,-327), (211,-307), (143,91), (176,-324), (-142,-52), (156,226)
wraith, a	The City of Mist	43 - 46	5835 - 5895	Iksar Scorpion	Warrior	(-170,-292), (210,-389), (219,-327), (211,-307), (143,91), (176,-324), (-142,-52), (156,226)
wraithbone champion	Dreadlands	41 - 45	6160 - 6240	Iksar Skeleton	Warrior	(1146,9246), (1313,-5491), (794,8597), (1418,-5519)
wraithish ancille, a	Castle Mistmoore	31 - 33	659 - 816	Dark Elf	Necromancer	(176,-33), (121,-5), (112,92)
Wrebbin Brist	Toxxulia Forest	24	770	Citizen, Erudin	Shopkeeper	(1218,-831)
Wres Corber	Highpass Hold	34	1148	Human	Rogue	(418,-208)
Wrin Liltin	South Qeynos	45	5875	Citizen, Qeynos	Shopkeeper	(92,-208)
Wuggan Azusphere	Ak'Anon	50 - 61	27000 - 32000	Gnome	GM Magician	(1108,-1025)
wulfware bodyguard, a	Karnor's Castle	48 - 52	9510 - 9590	Lycanthrope	Warrior	(105,-588)
wulfware lonewolf, a	Dreadlands	35 - 36	1675 - 1695	Lycanthrope	Warrior	(1171,9752), (-179,654)
wurm, a	Skyfire Mountains	40 - 44	6221 - 6301	Iksar Skeleton	Warrior	(-1209,1630), (-1048,-670), (-2387,-1368), (-2982,2316), (-981,-3494)
wurm	The Burning Wood	37 - 47	4236 - 8852	Iksar Skeleton	Warrior	(3337,-1705), (1237,-2813), (3091,-1300), (-2454,1744), (1966,-1650), (-990,-2716), (-1783,1939), (2733,-311), (2762,-2511), (-524,1291)
Wyle Bimlin	Highpass Hold	20	610	Citizen, Qeynos	Shopkeeper	(396,-230)
Wylin Dodmil	South Qeynos	35	1675	Human	Warrior	(78,-441)
wyvern, a	Skyfire Mountains	40 - 44	6221 - 6301	Iksar Golem	Warrior	(-1523,261), (-1311,49), (-2799,1316), (-2895,64), (-1443,-3250)
X`Ta Tempi	Neriak - Foreign Quarter	40	3250	Dark Elf	Necromancer	(0,-32)
X`Ta Timpi	Neriak - Foreign Quarter	40	3250	Dark Elf	Necromancer	(1,-36)
X`Ta Tompi	Neriak - Foreign Quarter	40	3250	Dark Elf	Necromancer	(-12,-49)
Xabaner	West Freeport	36	957	Elemental	Warrior	(-371,-188)
Xalgoz	Kaesora	40	3250	Xalgoz	Necromancer	(-111,560)
Xanuusus	Northern Plains of Karana	50	15250	Treant	Druid	(1354,499)
Xelha Nevagon	East Freeport	47 - 61	7403 - 32344	Human	GM Necromancer	(-167,-234)
Xenyari Lisariel	Rathe Mountains	40	2390	Half-Elf	Druid	(5760,1976)
Xeture Demiagar	Qeynos Aqueduct System	50 - 61	27250 - 32344	Human	GM Cleric	(356,-614)
Xiblin Fizzlebik	Timorous Deep	30	1150	Gnome	Wizard	(-5777,2943)
Xicotl	Castle Mistmoore	39 - 40	3230 - 3250	Troll	Shadow Knight	(-190,92)
Xinari Anara	West Freeport	45	5875	Citizen, Qeynos	Shopkeeper	(136,-754)
Xista Finder	Southern Felwithe	40	3250	High Elf	Shopkeeper	(527,-799)
Xobanab	Lake Rathetear	25	820	Skeleton	Warrior	(-257,691)
Xylania Rainsparkle	Toxxulia Forest	28	960	Erudite	Shopkeeper	(2202,-1127)
Yahg Mucktail	Eastern Plains of Karana	8	190 - 210	Gnoll	Warrior	(-1005,-2364), (-980,-2436)
Yala Thiss	Neriak - Foreign Quarter	40	3250	Dwarf	Shopkeeper	(256,-243)
Yarina Zarampo	West Freeport	45	5875	Citizen, Qeynos	Shopkeeper	(133,-762)
Yegek B`Larin	Neriak - Commons	35	1675	Dark Elf	GM Warrior	(-50,-1216)
Yellus Gravien	North Freeport	45	5875	Guard, Freeport	Shopkeeper	(301,273)
Yeolarn Bronzeleaf	Northern Felwithe	50	27250	High Elf	GM Cleric	(13,-434)
Yestura Rhamrey	South Qeynos	34 - 61	1486 - 32000	Human	GM Magician	(319,-591)
Yinxia Noderlus	Toxxulia Forest	22	690	Erudite	Shopkeeper	(1180,-843)
Yiz Pon	Western Plains of Karana	5	55	Human	Wizard	(1190,-14674)
young dire wolf, a	Permafrost Caverns	15 - 17	170 - 210	Wolf	Warrior	(369,85), (329,96), (341,166)
young ebon drake, a	Steamfont Mountains	8 - 10	190 - 230	Drake	Warrior	(363,1591), (1833,767), (1837,1210)
young goblin shaman	Solusek's Eye	18 - 20	570 - 610	Goblin	Shaman	(-446,-610), (-494,-633), (-494,-464)
young goblin wizard	Solusek's Eye	18 - 20	550 - 590	Goblin	Wizard	(-900,-510), (-511,-544), (-332,-617)
young goblin	Solusek's Eye	18 - 20	550 - 590	Goblin	Rogue	(-545,-656), (-503,-534), (-564,-557), (-276,-729)
young goblin	Solusek's Eye	18 - 20	570 - 610	Goblin	Warrior	(-356,-757), (-452,-525)
young halfling, a	Rivervale	1	16	Halfling	Warrior	(-221,-36)
young kodiak, a	East Commonlands	9 - 11	220 - 260	Bear	Warrior	(195,1392), (420,2589), (592,4839)
young kodiak, a	Kithicor Woods	9 - 11	220 - 260	Bear	Warrior	(391,556), (400,3949), (-613,4475)
young kodiak, a	Misty Thicket	9 - 11	220 - 260	Bear	Warrior	(244,633), (-757,934), (295,262)
young kodiak, a	Nektulos Forest	9 - 11	220 - 260	Bear	Warrior	(-861,1090), (-1902,-540), (-1702,737)
